ReviewerName,ReviewTitle,Reviews,Rating
James Griffin,Good but watch out for ghost streaming/data usage,"Be careful of weird excessive data (internet) usage when using the Firestick.  I was a alerted by Xfinity via text that my internet data for the month of December was near it's limit and it was only mid-month (Dec 16th).  When I checked my Xfinity account, I double my internet data (see picture below) for the 1st 15 days of December compared to my average monthly usage.  I called Xfinity to see if I can get additional info since I can only view data usage by month and not at a daily view.  Xfinity stated that I used 500G OF INTERNET DATA in one day on Dec 15th.  They gave me some insight on what to look for on my (owned) router to find what device was the culprit.After looking at the router's performance/usage report, I found the MAC address that had HUGE usage which was the linked to the Amazon 4K Firestick.  I went to the TV that had the Firestick....the TV was off and it appears that the Firestick was not ""on"".  I blocked the Firestick's MAC address and monitored my internet usage and it appears I stopped my excessive data usage so I confirmed that device was my data hog.I looked online and there are some recent reports of Firesticks using excessive amounts of data when it goes into the screensaver mode.  Some of these reports were a few years old but some of the articles gave recommendations on how to fix it thru some settings which I implemented on the Firestick.  After unblocking this device, it now uses minimal data when not in use.  If anyone has answers to this issue or the reason for this excessive data, please reply to the excessive data issue in the question section of this product.  Thanks",2
Nick,Bad UI.,UI is messy and not user friendly compare to the one on Roku or Apple TV. I recommend Roku over Fire stick because of this issue.,2
Michael,Remote broke,The remote broke somehow.. not sure how or why. Didn't have it very long. It won't work at all now. I tried using another remote from another fire stick we have but no luck.,2
Leandro Guzman,?,"Tired of the programming dropping out on a too regular basis.  Mbps 214, Firestick won't play. What is your problem?",2
Josh L,it is ok,do not get this if you are trying to get espn plus because it will not,2
Merrill,"Mostly okay, but . . .","This unit works well when it works. Sometimes  the television screen ""blanks out,"" and sometimes it ""freezes"" for a while, then returns to normal. Most of the time, though, it works fine.",2
Mark R. Wietstock,"Buyer beware, Remote sucks! Get extra warranty","It has been less than nine months since I got this fire TV and I’ve had more problems with the remote than I ever had with the older version. Remote not only eats battery life but it is continuously disconnecting and needing to reconnect to the fire TV and now after less than nine months it refuses to do anything it is completely dead, it will not reconnect, new batteries make zero difference and  even though it’s been less than a year it seems that they take no responsibility for this defective device.",2
Brenda E.,Resets,I don't understand why I have to constantly reset this remote.  I've never had to do this with previous firestick remotes.  It will work for a week but then it will stop connecting; then I will have to do the lengthy process of resetting the remote.  Its a bit frustrating.,2
Dustin McCormick,After 1 year the original Fire stick quit and I had to purchase a new on as the warranty was up.,I would prefer if you could have a keyboard and be abe to select what you want to view.,4
Jimmy S.,Streaming,"I bought the fire stick to improve my YouTube streaming and it did improve, but at a cost there are so many more commercials that I stopped using it.",5
Junior,"No more ""recently watched"" option","Fire stick used to be good. It still plays fine. But it is so hard to navigate and now the ""recently watched"" menu doesn't show what you have watched and shows other things that you've never watched. It is worthless. If you want to continue watching a series or movie from the night before you have to navigate through all of your saved items to find it and then search to find the right series and number. It used to be you could just pick up where you left off. Now you'd better write it down because fire stick will not remember it for you. Sad how they messed this up.",3
Tracy,FireTV remote 4k,I had to get another wireless speaker because the I had wouldn't work with new one,2
