ReviewerName,ReviewTitle,Reviews,Rating
S. Aldridge,What a difference,"Didn't think there would be a big difference from my old firestick but woe! Huge difference. Better speed, quality if pic etc. Impressive. Love my firesticks.",5
Ashlee Fleming,Works awesome,"I had a very old Fire Stick (like 8+ years?) and we were trying to use it on a TV that was pretty far from the router. Assumed it was just our terrible internet, but it turns out it was the crazy old Fire Stick LOL. Ordered this, plugged it in, short setup and boom we were in business. Works awesome, so much better than we were expecting (with our terrible internet).",5
Merrill,Blank tv screen,"Overall, we like the new firestick.  Seems like an odd coincidence that when we started using it the tv would randomly go into a blank screen. It doesn't seem to matter what we are watching.  Hitting the back button fixes it.  Never did that with old firestick.",5
Mark R. Wietstock,Great investment,"My TV is already smart but it’s slow and has a ton of obscure apps. I decided to buy this to use instead as a smart feature. It’s fast, has exactly the app buttons I want, and is so easy to use. Love it!",5
Robert Mcbride,It is the go-to for entertainment,"We use this with our TV at home and when we travel. We also use it for backyard movies with a projector. This keeps all of our paid and free accounts and options easily accessible wherever we are. So easy to use…just plug into a USB port in the viewing device. Especially handy if your TV is a little dated- you don’t need a new TV and software, just use this.",5
Steven,Love it!,I love how easy it set up. The quality of the video is flawless. I replaced my firestick and my only regret is that I waited to long. I recommend buying this. My fire stick was easy to set up because I already have a prime account. All I had to do was plug in my fire stick and everything loaded.,4
Aaron,Kids Mode Beware,"Love that this has so many upgraded features from our older Fire TV model (the little square box that plugs in). If you have multiple devices, it recognizes and helps you set them up. Then you can use the voice feature to switch between inputs. The volume/mute on the remote. And the easy access for certain apps on the remote.Downsides mostly with Kids Mode accounts with Prime. Some of the purchases I previously made (for kids) will not show up as an option on the kid's account. Theres no way to put favorites at the top for easy access. Prime Kids is across the top no matter what, so if you don't pay for Prime Kids, the icons all have Lock icons, and your kids keep asking if you can unlock them. Also the voice button won't work on kid's mode. Back to the switching inputs. If you were on a kid's mode, then switched devices  (ie. Some devices auto switch inputs on your TV just by turning them on), you cannot use the voice mode to return input back to FireTV. Because voice mode is deactivated. So keep your TV remote handy.",5
Golden Eagle,Much faster than my last Fire stick.,"these things are great, we completely got rid of cable, there are a ton of options for free or subscription services.  I have noticed that they seem to get glitchy over time; I replace them when on sale... not a deal breaker.",5
Wally s,Replacement of a defective firestick remote.,"I purchased this remote on May 12 . 2022. It worked great until Nov.12 ,2022. I have done all I can do from new batteries to multiple reboots from you tube. Nothing worked. I am asking for a new one to be sent to me as per your replacement policy. Thank you for your help.",5
Cedric Converset,So easy to setup and use!,"I bought this because the box I normally use had some update hiccups; I concluded this would be a good Plan B. Because I am a Prime member, all of my Amazon stuff was already loaded and setup was as easy as plugging it into the wall socket and the TV HDMI. Then it just worked! I added my other streaming services with ease and now I am wondering why I did not just buy this initially. My compliments to Amazon tech development.",5
llw east,"Awesome, just some minor glitches sometimes.","Remote is comfortable but too simple, perhaps a few more sound options and more apps. Voice search is too sensitive or dont give the right results. For the price it is a great buy, streaming is good and its easy to use",4
